Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Shanghai Masters,2013-10-11,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Wawrinka S.,Nadal R.,1,8,11160,3150,1.18,4.5,7-6 6-1    
Shanghai Masters,2013-10-12,Masters 1000,Outdoor,Hard,Semifinals,3,Tsonga J.W.,Djokovic N.,Djokovic N.,9,2,3115,11120,5.5,1.14,2-6 5-7    
Shanghai Masters,2013-10-12,Masters 1000,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Nadal R.,Del Potro J.M.,5,1,4925,11160,3.5,1.3,6-2 6-4    
Shanghai Masters,2013-10-13,Masters 1000,Outdoor,Hard,The Final,3,Del Potro J.M.,Djokovic N.,Djokovic N.,5,2,4925,11120,3.4,1.33,1-6 6-3 6-7   
Swiss Indoors,2013-10-21,ATP500,Indoor,Hard,1st Round,3,Federer R.,Mannarino A.,Federer R.,6,62,4245,815,1.04,13.0,6-4 6-2    
Swiss Indoors,2013-10-23,ATP500,Indoor,Hard,2nd Round,3,Istomin D.,Federer R.,Federer R.,48,6,920,4245,8.0,1.08,6-4 3-6 2-6   
Swiss Indoors,2013-10-25,ATP500,Indoor,Hard,Quarterfinals,3,Federer R.,Dimitrov G.,Federer R.,6,22,4245,1500,1.4,2.75,6-3 7-6    
Swiss Indoors,2013-10-26,ATP500,Indoor,Hard,Semifinals,3,Pospisil V.,Federer R.,Federer R.,40,6,1053,4245,5.5,1.14,3-6 7-6 5-7   
Swiss Indoors,2013-10-27,ATP500,Indoor,Hard,The Final,3,Del Potro J.M.,Federer R.,Del Potro J.M.,5,6,5365,4245,1.61,2.3,7-6 2-6 6-4   
BNP Paribas Masters,2013-10-29,Masters 1000,Indoor,Hard,2nd Round,3,Herbert P.H.,Djokovic N.,Djokovic N.,189,2,262,11120,23.0,1.01,6-7 3-6    
BNP Paribas Masters,2013-10-30,Masters 1000,Indoor,Hard,2nd Round,3,Nadal R.,Granollers M.,Nadal R.,1,39,11670,1110,1.03,15.0,7-5 7-5    
BNP Paribas Masters,2013-10-30,Masters 1000,Indoor,Hard,2nd Round,3,Anderson K.,Federer R.,Federer R.,21,6,1730,4245,5.5,1.14,4-6 4-6    
BNP Paribas Masters,2013-10-31,Masters 1000,Indoor,Hard,3rd Round,3,Djokovic N.,Isner J.,Djokovic N.,2,16,11120,2070,1.14,5.5,6-7 6-1 6-2   
BNP Paribas Masters,2013-10-31,Masters 1000,Indoor,Hard,3rd Round,3,Kohlschreiber P.,Federer R.,Federer R.,23,6,1445,4245,4.0,1.22,3-6 4-6    
BNP Paribas Masters,2013-10-31,Masters 1000,Indoor,Hard,3rd Round,3,Nadal R.,Janowicz J.,Nadal R.,1,14,11670,2150,1.16,5.0,7-5 6-4    
BNP Paribas Masters,2013-11-01,Masters 1000,Indoor,Hard,Quarterfinals,3,Wawrinka S.,Djokovic N.,Djokovic N.,8,2,3240,11120,5.5,1.14,1-6 4-6    
BNP Paribas Masters,2013-11-01,Masters 1000,Indoor,Hard,Quarterfinals,3,Federer R.,Del Potro J.M.,Federer R.,6,5,4245,5365,1.9,1.9,6-3 4-6 6-3   
BNP Paribas Masters,2013-11-01,Masters 1000,Indoor,Hard,Quarterfinals,3,Gasquet R.,Nadal R.,Nadal R.,10,1,3130,11670,5.5,1.14,4-6 1-6    
BNP Paribas Masters,2013-11-02,Masters 1000,Indoor,Hard,Semifinals,3,Djokovic N.,Federer R.,Djokovic N.,2,6,11120,4245,1.28,3.75,4-6 6-3 6-2   
BNP Paribas Masters,2013-11-02,Masters 1000,Indoor,Hard,Semifinals,3,Nadal R.,Ferrer D.,Ferrer D.,1,3,11670,6600,1.11,6.5,3-6 5-7    
BNP Paribas Masters,2013-11-03,Masters 1000,Indoor,Hard,The Final,3,Djokovic N.,Ferrer D.,Djokovic N.,2,3,11120,6600,1.12,6.0,7-5 7-5    
Masters Cup,2013-11-05,Masters Cup,Indoor,Hard,Round Robin,3,Ferrer D.,Nadal R.,Nadal R.,3,1,5800,12030,4.33,1.22,3-6 2-6    
Masters Cup,2013-11-05,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Federer R.,Djokovic N.,2,7,10610,3805,1.28,3.75,6-4 6-7 6-2   
Masters Cup,2013-11-06,Masters Cup,Indoor,Hard,Round Robin,3,Wawrinka S.,Nadal R.,Nadal R.,8,1,3330,12030,6.0,1.12,6-7 6-7    
Masters Cup,2013-11-07,Masters Cup,Indoor,Hard,Round Robin,3,Federer R.,Gasquet R.,Federer R.,7,9,3805,3300,1.28,3.75,6-4 6-3    
Masters Cup,2013-11-07,Masters Cup,Indoor,Hard,Round Robin,3,Del Potro J.M.,Djokovic N.,Djokovic N.,5,2,5055,10610,3.75,1.28,3-6 6-3 3-6   
Masters Cup,2013-11-08,Masters Cup,Indoor,Hard,Round Robin,3,Nadal R.,Berdych T.,Nadal R.,1,6,12030,3980,1.2,4.5,6-4 1-6 6-3   
Masters Cup,2013-11-09,Masters Cup,Indoor,Hard,Round Robin,3,Del Potro J.M.,Federer R.,Federer R.,5,7,5055,3805,1.8,2.0,6-4 6-7 5-7   
Masters Cup,2013-11-09,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Gasquet R.,Djokovic N.,2,9,10610,3300,1.06,10.0,7-6 4-6 6-3   
Masters Cup,2013-11-10,Masters Cup,Indoor,Hard,Semifinals,3,Federer R.,Nadal R.,Nadal R.,7,1,3805,12030,3.5,1.3,5-7 3-6    
Masters Cup,2013-11-10,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Wawrinka S.,Djokovic N.,2,8,10610,3330,1.14,5.5,6-3 6-3    
Masters Cup,2013-11-11,Masters Cup,Indoor,Hard,The Final,3,Nadal R.,Djokovic N.,Djokovic N.,1,2,12030,10610,2.37,1.57,3-6 4-6    
Brisbane International,2014-01-01,ATP250,Outdoor,Hard,2nd Round,3,Federer R.,Nieminen J.,Federer R.,6,39,4205,1090,1.1,6.5,6-4 6-2    
Brisbane International,2014-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Matosevic M.,Federer R.,Federer R.,61,6,774,4205,9.0,1.05,1-6 1-6    
Brisbane International,2014-01-04,ATP250,Outdoor,Hard,Semifinals,3,Federer R.,Chardy J.,Federer R.,6,34,4205,1175,1.07,9.0,6-3 6-7 6-3   
Brisbane International,2014-01-05,ATP250,Outdoor,Hard,The Final,3,Federer R.,Hewitt L.,Hewitt L.,6,60,4205,780,1.14,5.0,1-6 6-4 3-6   
Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Nadal R.,Rosol L.,Nadal R.,1,47,13030,956,1.04,13.0,6-2 7-6    
Qatar Exxon Mobil Open,2014-01-01,ATP250,Outdoor,Hard,2nd Round,3,Kamke T.,Nadal R.,Nadal R.,74,1,663,13030,13.0,1.04,3-6 7-6 3-6   
Qatar Exxon Mobil Open,2014-01-02,ATP250,Outdoor,Hard,Quarterfinals,3,Nadal R.,Gulbis E.,Nadal R.,1,24,13030,1393,1.2,4.33,7-5 6-4    
Qatar Exxon Mobil Open,2014-01-03,ATP250,Outdoor,Hard,Semifinals,3,Gojowczyk P.,Nadal R.,Nadal R.,162,1,321,13030,26.0,1.01,6-4 2-6 3-6   
Qatar Exxon Mobil Open,2014-01-04,ATP250,Outdoor,Hard,The Final,3,Nadal R.,Monfils G.,Nadal R.,1,31,13030,1230,1.4,3.0,6-1 6-7 6-2   
Australian Open,2014-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Djokovic N.,Djokovic N.,96,2,582,12260,41.0,1.0,3-6 6-7 1-6   
Australian Open,2014-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Duckworth J.,Federer R.,6,133,4355,425,1.01,21.0,6-4 6-4 6-2   
Australian Open,2014-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Mayer L.,Djokovic N.,Djokovic N.,98,2,579,12260,34.0,1.002,0-6 4-6 4-6   
Australian Open,2014-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Kavcic B.,Federer R.,6,99,4355,559,1.02,19.0,6-2 6-1 7-6   
Australian Open,2014-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Kokkinakis T.,Nadal R.,Nadal R.,570,1,53,13130,34.0,1.002,2-6 4-6 2-6   
Australian Open,2014-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Istomin D.,Djokovic N.,2,49,12260,945,1.01,26.0,6-3 6-3 7-5   
Australian Open,2014-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Gabashvili T.,Federer R.,Federer R.,79,6,651,4355,14.0,1.0275,2-6 2-6 3-6   
Australian Open,2014-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Monfils G.,Nadal R.,1,32,13130,1245,1.08,8.0,6-1 6-2 6-3   
Australian Open,2014-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Fognini F.,Djokovic N.,Djokovic N.,16,2,1930,12260,26.0,1.01,3-6 0-6 2-6   
Australian Open,2014-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Nishikori K.,Nadal R.,1,17,13130,1915,1.02,17.0,7-6 7-5 7-6   
Australian Open,2014-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Tsonga J.W.,Federer R.,Federer R.,10,6,3065,4355,2.37,1.57,3-6 5-7 4-6   
Australian Open,2014-01-21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Djokovic N.,Wawrinka S.,8,2,3890,12260,9.0,1.07,2-6 6-4 6-2 3-6 9-7 
Australian Open,2014-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Dimitrov G.,Nadal R.,Nadal R.,22,1,1460,13130,7.0,1.1,6-3 6-7 6-7 2-6  
Australian Open,2014-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Murray A.,Federer R.,6,4,4355,5560,1.66,2.2,6-3 6-4 6-7 6-3  
Australian Open,2014-01-24,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Nadal R.,Nadal R.,6,1,4355,13130,2.37,1.57,6-7 3-6 3-6   
Australian Open,2014-01-26,Grand Slam,Outdoor,Hard,The Final,5,Wawrinka S.,Nadal R.,Wawrinka S.,8,1,3890,13130,5.5,1.14,6-3 6-2 3-6 6-3  
Rio Open,2014-02-18,ATP500,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Nadal R.,Nadal R.,84,1,637,14085,12.666666666666666,1.02,3-6 5-7    
Rio Open,2014-02-20,ATP500,Outdoor,Clay,2nd Round,3,Nadal R.,Montanes A.,Nadal R.,1,72,14085,701,1.02,19.0,6-1 6-2    
Rio Open,2014-02-22,ATP500,Outdoor,Clay,Quarterfinals,3,Sousa J.,Nadal R.,Nadal R.,48,1,907,14085,14.666666666666666,1.0133333333333334,1-6 0-6    
Rio Open,2014-02-22,ATP500,Outdoor,Clay,Semifinals,3,Nadal R.,Andujar P.,Nadal R.,1,40,14085,1006,1.01,21.0,2-6 6-3 7-6   
Rio Open,2014-02-23,ATP500,Outdoor,Clay,The Final,3,Dolgopolov O.,Nadal R.,Nadal R.,54,1,860,14085,5.5,1.14,3-6 6-7    
Dubai Tennis Championships,2014-02-24,ATP500,Outdoor,Hard,1st Round,3,Federer R.,Becker B.,Federer R.,8,90,4305,605,1.03,15.0,6-1 6-4    
Dubai Tennis Championships,2014-02-25,ATP500,Outdoor,Hard,1st Round,3,Istomin D.,Djokovic N.,Djokovic N.,54,2,830,10580,17.0,1.02,3-6 3-6    
Dubai Tennis Championships,2014-02-26,ATP500,Outdoor,Hard,2nd Round,3,Federer R.,Stepanek R.,Federer R.,8,48,4305,925,1.06,10.0,6-2 6-7 6-3   
Dubai Tennis Championships,2014-02-26,ATP500,Outdoor,Hard,2nd Round,3,Bautista R.,Djokovic N.,Djokovic N.,51,2,885,10580,17.0,1.02,1-6 3-6    
Dubai Tennis Championships,2014-02-27,ATP500,Outdoor,Hard,Quarterfinals,3,Federer R.,Rosol L.,Federer R.,8,49,4305,906,1.07,9.0,6-2 6-2    
Dubai Tennis Championships,2014-02-28,ATP500,Outdoor,Hard,Semifinals,3,Djokovic N.,Federer R.,Federer R.,2,8,10580,4305,1.22,4.33,6-3 3-6 2-6   
Dubai Tennis Championships,2014-03-01,ATP500,Outdoor,Hard,The Final,3,Federer R.,Berdych T.,Federer R.,8,6,4305,4890,1.66,2.2,3-6 6-4 6-3   
BNP Paribas Open,2014-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Mathieu P.H.,Federer R.,Federer R.,123,8,477,4625,17.0,1.02,2-6 6-7    
BNP Paribas Open,2014-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Stepanek R.,Nadal R.,1,50,14085,925,1.04,13.0,2-6 6-4 7-5   
BNP Paribas Open,2014-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Hanescu V.,Djokovic N.,Djokovic N.,87,2,616,10260,34.0,1.0175,6-7 2-6    
BNP Paribas Open,2014-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Tursunov D.,Federer R.,8,30,4625,1212,1.06,10.0,7-6 7-6    
BNP Paribas Open,2014-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Dolgopolov O.,Dolgopolov O.,1,31,14085,1205,1.1,7.0,3-6 6-3 6-7   
BNP Paribas Open,2014-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Gonzalez A.,Djokovic N.,2,91,10260,602,1.01,26.0,6-1 3-6 6-1   
BNP Paribas Open,2014-03-13,Masters 1000,Outdoor,Hard,4th Round,3,Haas T.,Federer R.,Federer R.,12,8,2435,4625,5.0,1.16,4-6 4-6    
BNP Paribas Open,2014-03-13,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Cilic M.,Djokovic N.,2,26,10260,1455,1.14,5.5,1-6 6-2 6-3   
BNP Paribas Open,2014-03-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Anderson K.,Federer R.,Federer R.,18,8,1940,4625,5.0,1.16,5-7 1-6    
BNP Paribas Open,2014-03-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Benneteau J.,Djokovic N.,2,65,10260,730,1.05,11.0,6-1 6-3    
BNP Paribas Open,2014-03-15,Masters 1000,Outdoor,Hard,Semifinals,3,Isner J.,Djokovic N.,Djokovic N.,13,2,2320,10260,5.5,1.14,5-7 7-6 1-6   
BNP Paribas Open,2014-03-15,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Dolgopolov O.,Federer R.,8,31,4625,1205,1.25,4.0,6-3 6-1    
BNP Paribas Open,2014-03-16,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Djokovic N.,Djokovic N.,8,2,4625,10260,2.5,1.53,6-3 3-6 6-7   
Sony Ericsson Open,2014-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Karlovic I.,Federer R.,5,53,5045,881,1.08,8.0,6-4 7-6    
Sony Ericsson Open,2014-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Chardy J.,Djokovic N.,Djokovic N.,48,2,955,10900,17.0,1.02,4-6 3-6    
Sony Ericsson Open,2014-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Hewitt L.,Nadal R.,1,44,13130,1000,1.06,10.0,6-1 6-3    
Sony Ericsson Open,2014-03-23,Masters 1000,Outdoor,Hard,3rd Round,3,De Bakker T.,Federer R.,Federer R.,162,5,334,5045,19.0,1.02,3-6 3-6    
Sony Ericsson Open,2014-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Istomin D.,Nadal R.,1,57,13130,810,1.04,13.0,6-1 6-0    
Sony Ericsson Open,2014-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Robredo T.,Djokovic N.,Djokovic N.,17,2,2050,10900,13.0,1.04,3-6 5-7    
Sony Ericsson Open,2014-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Federer R.,Gasquet R.,Federer R.,5,9,5045,2905,1.11,6.0,6-1 6-2    
Sony Ericsson Open,2014-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Fognini F.,Nadal R.,Nadal R.,14,1,2295,13130,11.0,1.05,2-6 2-6    
Sony Ericsson Open,2014-03-26,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Murray A.,Djokovic N.,2,6,10900,4795,1.28,3.75,7-5 6-3    
Sony Ericsson Open,2014-03-27,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Nishikori K.,Nishikori K.,5,21,5045,1715,1.14,5.5,6-3 5-7 4-6   
Sony Ericsson Open,2014-03-27,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Raonic M.,Nadal R.,1,12,13130,2575,1.11,6.5,4-6 6-2 6-4   
Sony Ericsson Open,2014-03-30,Masters 1000,Outdoor,Hard,The Final,3,Nadal R.,Djokovic N.,Djokovic N.,1,2,13130,10900,2.1,1.72,3-6 3-6    
Monte Carlo Masters,2014-04-15,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Montanes A.,Djokovic N.,2,57,11680,810,1.01,21.0,6-1 6-0    
Monte Carlo Masters,2014-04-16,Masters 1000,Outdoor,Clay,2nd Round,3,Stepanek R.,Federer R.,Federer R.,41,4,1040,5355,8.0,1.08,1-6 2-6    
Monte Carlo Masters,2014-04-16,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Gabashvili T.,Nadal R.,1,58,13730,779,1.005,29.0,6-4 6-1    
Monte Carlo Masters,2014-04-17,Masters 1000,Outdoor,Clay,3rd Round,3,Seppi A.,Nadal R.,Nadal R.,35,1,1150,13730,26.0,1.01,1-6 3-6    
Monte Carlo Masters,2014-04-17,Masters 1000,Outdoor,Clay,3rd Round,3,Federer R.,Rosol L.,Federer R.,4,47,5355,971,1.06,10.0,6-4 6-1    
Monte Carlo Masters,2014-04-17,Masters 1000,Outdoor,Clay,3rd Round,3,Carreno-Busta P.,Djokovic N.,Djokovic N.,62,2,730,11680,26.0,1.01,0-6 1-6    
Monte Carlo Masters,2014-04-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Ferrer D.,Nadal R.,Ferrer D.,6,1,4640,13730,8.0,1.08,7-6 6-4    
Monte Carlo Masters,2014-04-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tsonga J.W.,Federer R.,Federer R.,12,4,2550,5355,4.0,1.25,6-2 6-7 1-6   
Monte Carlo Masters,2014-04-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Garcia-Lopez G.,Djokovic N.,2,38,11680,1071,1.01,21.0,4-6 6-3 6-1   
Monte Carlo Masters,2014-04-19,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Federer R.,Federer R.,2,4,11680,5355,1.28,3.75,5-7 2-6    
Monte Carlo Masters,2014-04-20,Masters 1000,Outdoor,Clay,The Final,3,Wawrinka S.,Federer R.,Wawrinka S.,3,4,5760,5355,2.3,1.61,4-6 7-6 6-2   
Open Banco Sabadell,2014-04-23,ATP500,Outdoor,Clay,2nd Round,3,Ramos A.,Nadal R.,Nadal R.,103,1,569,13310,19.0,1.02,6-7 4-6    
Open Banco Sabadell,2014-04-24,ATP500,Outdoor,Clay,3rd Round,3,Nadal R.,Dodig I.,Nadal R.,1,37,13310,1110,1.03,15.0,6-3 6-3    
Open Banco Sabadell,2014-04-25,ATP500,Outdoor,Clay,Quarterfinals,3,Nadal R.,Almagro N.,Almagro N.,1,20,13310,1750,1.1,7.0,6-2 6-7 4-6   
Mutua Madrid Open,2014-05-07,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Monaco J.,Nadal R.,1,56,12900,880,1.03,15.0,6-1 6-0    
Mutua Madrid Open,2014-05-08,Masters 1000,Outdoor,Clay,3rd Round,3,Nieminen J.,Nadal R.,Nadal R.,57,1,840,12900,26.0,1.01,1-6 4-6    
Mutua Madrid Open,2014-05-09,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Berdych T.,Nadal R.,1,6,12900,4780,1.12,6.0,6-4 6-2    
Mutua Madrid Open,2014-05-10,Masters 1000,Outdoor,Clay,Semifinals,3,Bautista R.,Nadal R.,Nadal R.,45,1,1000,12900,13.0,1.04,4-6 3-6    
Mutua Madrid Open,2014-05-11,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Nishikori K.,Nadal R.,1,12,12900,2440,1.1,7.0,2-6 6-4 3-0   
Internazionali BNL d'Italia,2014-05-13,Masters 1000,Outdoor,Clay,2nd Round,3,Stepanek R.,Djokovic N.,Djokovic N.,43,2,1005,11030,15.0,1.03,3-6 5-7    
Internazionali BNL d'Italia,2014-05-14,Masters 1000,Outdoor,Clay,2nd Round,3,Chardy J.,Federer R.,Chardy J.,47,4,970,5715,6.5,1.11,1-6 6-3 7-6   
Internazionali BNL d'Italia,2014-05-14,Masters 1000,Outdoor,Clay,2nd Round,3,Simon G.,Nadal R.,Nadal R.,30,1,1225,12900,15.0,1.03,6-7 7-6 2-6   
Internazionali BNL d'Italia,2014-05-15,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Youzhny M.,Nadal R.,1,16,12900,2020,1.05,11.0,6-7 6-2 6-1   
Internazionali BNL d'Italia,2014-05-15,Masters 1000,Outdoor,Clay,3rd Round,3,Kohlschreiber P.,Djokovic N.,Djokovic N.,29,2,1280,11030,7.0,1.1,6-4 2-6 1-6   
Internazionali BNL d'Italia,2014-05-16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Ferrer D.,Djokovic N.,2,5,11030,5030,1.33,3.4,7-5 4-6 6-3   
Internazionali BNL d'Italia,2014-05-16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Murray A.,Nadal R.,Nadal R.,8,1,3950,12900,5.5,1.14,6-1 3-6 5-7   
Internazionali BNL d'Italia,2014-05-17,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Raonic M.,Djokovic N.,2,10,11030,2625,1.12,6.0,6-7 7-6 6-3   
Internazionali BNL d'Italia,2014-05-17,Masters 1000,Outdoor,Clay,Semifinals,3,Dimitrov G.,Nadal R.,Nadal R.,14,1,2200,12900,4.0,1.25,2-6 2-6    
Internazionali BNL d'Italia,2014-05-18,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Nadal R.,Djokovic N.,2,1,11030,12900,2.1,1.72,4-6 6-3 6-3   
French Open,2014-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Lacko L.,Federer R.,Federer R.,87,4,617,5125,26.0,1.01,2-6 4-6 2-6   
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Sousa J.,Djokovic N.,2,44,11850,1039,1.0,51.0,6-1 6-2 6-4   
French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Ginepri R.,Nadal R.,Nadal R.,279,1,169,12500,41.0,1.0,0-6 3-6 0-6   
French Open,2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Chardy J.,Djokovic N.,2,42,11850,1060,1.01,21.0,6-1 6-4 6-2   
French Open,2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Schwartzman D.,Federer R.,Federer R.,109,4,533,5125,26.0,1.01,3-6 4-6 4-6   
French Open,2014-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Thiem D.,Nadal R.,1,57,12500,812,1.02,17.0,6-2 6-2 6-3   
French Open,2014-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Tursunov D.,Federer R.,Federer R.,32,4,1155,5125,11.0,1.05,5-7 7-6 2-6 4-6  
French Open,2014-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Cilic M.,Djokovic N.,2,26,11850,1410,1.02,19.0,6-3 6-2 6-7 6-4  
French Open,2014-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Mayer L.,Nadal R.,Nadal R.,65,1,733,12500,41.0,1.0,2-6 5-7 2-6   
French Open,2014-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Gulbis E.,Federer R.,Gulbis E.,17,4,2050,5125,2.75,1.44,6-7 7-6 6-2 4-6 6-3 
French Open,2014-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Tsonga J.W.,Djokovic N.,Djokovic N.,14,2,2315,11850,7.0,1.1,1-6 4-6 1-6   
French Open,2014-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Lajovic D.,Nadal R.,1,83,12500,632,1.002,29.0,6-1 6-2 6-1   
French Open,2014-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,5,Raonic M.,Djokovic N.,Djokovic N.,9,2,2975,11850,9.0,1.07,5-7 6-7 4-6   
French Open,2014-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Ferrer D.,Nadal R.,1,5,12500,5030,1.14,5.5,4-6 6-4 6-0 6-1  
French Open,2014-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Gulbis E.,Djokovic N.,Djokovic N.,17,2,2050,11850,7.0,1.1,3-6 3-6 6-3 3-6  
French Open,2014-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Murray A.,Nadal R.,1,8,12500,4120,1.12,6.0,6-3 6-2 6-1   
French Open,2014-06-08,Grand Slam,Outdoor,Clay,The Final,5,Djokovic N.,Nadal R.,Nadal R.,2,1,11850,12500,2.2,1.66,6-3 5-7 2-6 4-6  
Gerry Weber Open,2014-06-12,ATP250,Outdoor,Grass,2nd Round,3,Federer R.,Sousa J.,Federer R.,4,47,4945,940,1.02,17.0,6-7 6-4 6-2   
Gerry Weber Open,2014-06-12,ATP250,Outdoor,Grass,2nd Round,3,Nadal R.,Brown D.,Brown D.,1,85,12500,633,1.16,5.0,4-6 1-6    
Gerry Weber Open,2014-06-14,ATP250,Outdoor,Grass,Semifinals,3,Federer R.,Nishikori K.,Federer R.,4,12,4945,2645,1.5,2.62,6-3 7-6    
Gerry Weber Open,2014-06-15,ATP250,Outdoor,Grass,The Final,3,Falla A.,Federer R.,Federer R.,69,4,713,4945,9.0,1.07,6-7 6-7    
Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Golubev A.,Djokovic N.,2,56,12330,852,1.01,26.0,6-0 6-1 6-4   
Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Lorenzi P.,Federer R.,Federer R.,83,4,653,4945,34.0,1.002,1-6 1-6 3-6   
Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Klizan M.,Nadal R.,1,51,12500,865,1.1,7.0,4-6 6-3 6-3 6-3  
Wimbledon,2014-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Stepanek R.,Djokovic N.,Djokovic N.,38,2,1085,12330,15.0,1.03,4-6 3-6 7-6 6-7  
Wimbledon,2014-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Rosol L.,Nadal R.,1,52,12500,865,1.07,9.0,4-6 7-6 6-4 6-4  
Wimbledon,2014-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Muller G.,Federer R.,Federer R.,103,4,555,4945,10.0,1.06,3-6 5-7 3-6   
Wimbledon,2014-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Simon G.,Djokovic N.,2,44,12330,1005,1.01,21.0,6-4 6-2 6-4   
